"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"MG889599","1698","Human","4 (HA)","H3N2","Canada","N","2018/01/09","Influenza A virus (A/Alberta/005/2018(H3N2))","","","","","","nc"
"JQ767140","1680","Human","4 (HA)","H3N2","Canada","N","2011/01/13","Influenza A virus (A/Alberta/006/2011(H3N2))","","","","","","p"
"KF586733","1693","Human","4 (HA)","H3N2","Canada","N","2012/01/27","Influenza A virus (A/Alberta/006/2012(H3N2))","","","","","","p"
"KY583511","1701","Human","4 (HA)","H3N2","Canada","N","2017/01/06","Influenza A virus (A/Alberta/006/2017(H3N2))","","","","","","c"
"MN538674","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/09","Influenza A virus (A/Alberta/006/2018)","","","","","","c"
"JQ767141","1675","Human","4 (HA)","H3N2","Canada","N","2011/01/14","Influenza A virus (A/Alberta/007/2011(H3N2))","","","","","","p"
"KF586734","993","Human","4 (HA)","H3N2","Canada","N","2012/01/31","Influenza A virus (A/Alberta/007/2012(H3N2))","","","","","","p"
"MG889600","1698","Human","4 (HA)","H3N2","Canada","N","2018/01/09","Influenza A virus (A/Alberta/007/2018(H3N2))","","","","","","nc"
"JQ767142","1673","Human","4 (HA)","H3N2","Canada","N","2011/01/19","Influenza A virus (A/Alberta/008/2011(H3N2))","","","","","","p"
"MG889601","1698","Human","4 (HA)","H3N2","Canada","N","2018/01/09","Influenza A virus (A/Alberta/008/2018(H3N2))","","","","","","nc"
"JQ767143","1673","Human","4 (HA)","H3N2","Canada","N","2011/01/20","Influenza A virus (A/Alberta/009/2011(H3N2))","","","","","","p"
"KF586735","990","Human","4 (HA)","H3N2","Canada","N","2012/02/07","Influenza A virus (A/Alberta/009/2012(H3N2))","","","","","","p"
"KY583580","1701","Human","4 (HA)","H3N2","Canada","N","2017/01/11","Influenza A virus (A/Alberta/009/2017(H3N2))","","","","","","c"
"MG889602","1698","Human","4 (HA)","H3N2","Canada","N","2018/01/10","Influenza A virus (A/Alberta/009/2018(H3N2))","","","","","","nc"
"KP864335","1583","Human","4 (HA)","H1N1","Canada","N","2014/01/02","Influenza A virus (A/Alberta/01/2014(H1N1))","","","","","","p"
"KU821061","928","Human","4 (HA)","H1N1","Canada","N","2016/01/05","Influenza A virus (A/Alberta/01/2016(H1N1))","","","","","","p"
"JQ767144","1673","Human","4 (HA)","H3N2","Canada","N","2011/01/21","Influenza A virus (A/Alberta/010/2011(H3N2))","","","","","","p"
"KF586736","993","Human","4 (HA)","H3N2","Canada","N","2012/02/06","Influenza A virus (A/Alberta/010/2012(H3N2))","","","","","","p"
"JQ767145","987","Human","4 (HA)","H3N2","Canada","N","2011/01/25","Influenza A virus (A/Alberta/011/2011(H3N2))","","","","","","p"
"KF586737","992","Human","4 (HA)","H3N2","Canada","N","2012/02/07","Influenza A virus (A/Alberta/011/2012(H3N2))","","","","","","p"
"MH216203","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/01","Influenza A virus (A/Alberta/011/2017(H3N2))","","","","","","nc"
"MG889604","1698","Human","4 (HA)","H3N2","Canada","N","2018/01/11","Influenza A virus (A/Alberta/011/2018(H3N2))","","","","","","nc"
"JQ767146","1687","Human","4 (HA)","H3N2","Canada","N","2011/02/03","Influenza A virus (A/Alberta/012/2011(H3N2))","","","","","","p"
"KF586738","996","Human","4 (HA)","H3N2","Canada","N","2012/02/08","Influenza A virus (A/Alberta/012/2012(H3N2))","","","","","","p"
"MH216204","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/06","Influenza A virus (A/Alberta/012/2017(H3N2))","","","","","","nc"
"MG889605","1698","Human","4 (HA)","H3N2","Canada","N","2018/01/11","Influenza A virus (A/Alberta/012/2018(H3N2))","","","","","","nc"
"JQ767147","1687","Human","4 (HA)","H3N2","Canada","N","2011/02/04","Influenza A virus (A/Alberta/013/2011(H3N2))","","","","","","p"
"KF586739","994","Human","4 (HA)","H3N2","Canada","N","2012/02/08","Influenza A virus (A/Alberta/013/2012(H3N2))","","","","","","p"
"MG889606","1698","Human","4 (HA)","H3N2","Canada","N","2018/01/11","Influenza A virus (A/Alberta/013/2018(H3N2))","","","","","","nc"
"JQ767148","1650","Human","4 (HA)","H3N2","Canada","N","2011/02/05","Influenza A virus (A/Alberta/014/2011(H3N2))","","","","","","p"
"KF586740","992","Human","4 (HA)","H3N2","Canada","N","2012/02/08","Influenza A virus (A/Alberta/014/2012(H3N2))","","","","","","p"
"MH216206","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/13","Influenza A virus (A/Alberta/014/2017(H3N2))","","","","","","nc"
"MN538711","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/11","Influenza A virus (A/Alberta/014/2018)","","","","","","c"
"JQ767149","1675","Human","4 (HA)","H3N2","Canada","N","2011/02/25","Influenza A virus (A/Alberta/015/2011(H3N2))","","","","","","p"
"MG889607","1698","Human","4 (HA)","H3N2","Canada","N","2018/01/12","Influenza A virus (A/Alberta/015/2018(H3N2))","","","","","","nc"
"JQ767150","1673","Human","4 (HA)","H3N2","Canada","N","2011/03/01","Influenza A virus (A/Alberta/016/2011(H3N2))","","","","","","p"
"KF586741","992","Human","4 (HA)","H3N2","Canada","N","2012/02/14","Influenza A virus (A/Alberta/016/2012(H3N2))","","","","","","p"
"MH216208","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/17","Influenza A virus (A/Alberta/016/2017(H3N2))","","","","","","nc"
"MN538696","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/15","Influenza A virus (A/Alberta/016/2018)","","","","","","c"
"JQ767151","1672","Human","4 (HA)","H3N2","Canada","N","2011/03/04","Influenza A virus (A/Alberta/017/2011(H3N2))","","","","","","p"
"KF586742","995","Human","4 (HA)","H3N2","Canada","N","2012/02/14","Influenza A virus (A/Alberta/017/2012(H3N2))","","","","","","p"
"MH216209","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/18","Influenza A virus (A/Alberta/017/2017(H3N2))","","","","","","nc"
"MN538579","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/16","Influenza A virus (A/Alberta/017/2018)","","","","","","c"
"JQ767152","1677","Human","4 (HA)","H3N2","Canada","N","2011/03/09","Influenza A virus (A/Alberta/018/2011(H3N2))","","","","","","p"
"KF586743","996","Human","4 (HA)","H3N2","Canada","N","2012/02/28","Influenza A virus (A/Alberta/018/2012(H3N2))","","","","","","p"
"MH216210","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/19","Influenza A virus (A/Alberta/018/2017(H3N2))","","","","","","nc"
"MN538430","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/15","Influenza A virus (A/Alberta/018/2018)","","","","","","c"
"JQ767153","1665","Human","4 (HA)","H3N2","Canada","N","2011/03/17","Influenza A virus (A/Alberta/019/2011(H3N2))","","","","","","p"
"KF586744","1008","Human","4 (HA)","H3N2","Canada","N","2012/02/29","Influenza A virus (A/Alberta/019/2012(H3N2))","","","","","","p"
"MH216211","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/23","Influenza A virus (A/Alberta/019/2017(H3N2))","","","","","","nc"
"KP864336","1584","Human","4 (HA)","H1N1","Canada","N","2014/01/02","Influenza A virus (A/Alberta/02/2014(H1N1))","","","","","","p"
"JQ767154","1656","Human","4 (HA)","H3N2","Canada","N","2011/03/23","Influenza A virus (A/Alberta/020/2011(H3N2))","","","","","","p"
"MH216212","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/23","Influenza A virus (A/Alberta/020/2017(H3N2))","","","","","","nc"
"MN538710","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/17","Influenza A virus (A/Alberta/020/2018)","","","","","","c"
"KF586723","1689","Human","4 (HA)","H3N2","Canada","N","2011/11/07","Influenza A virus (A/Alberta/021/2011(H3N2))","","","","","","p"
"KF586745","1688","Human","4 (HA)","H3N2","Canada","N","2012/03/02","Influenza A virus (A/Alberta/021/2012(H3N2))","","","","","","p"
"MH216213","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/24","Influenza A virus (A/Alberta/021/2017(H3N2))","","","","","","nc"
"MN538657","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/18","Influenza A virus (A/Alberta/021/2018)","","","","","","c"
"EU659847","1634","Human","4 (HA)","H3N2","Canada","N","2007","Influenza A virus (A/Alberta/0211/2007(H3N2))","","","","","","p"
"EU659846","1626","Human","4 (HA)","H3N2","Canada","N","2007","Influenza A virus (A/Alberta/0215/2007(H3N2))","","","","","","p"
"KF586724","1689","Human","4 (HA)","H3N2","Canada","N","2011/12/20","Influenza A virus (A/Alberta/022/2011(H3N2))","","","","","","p"
"KF586746","991","Human","4 (HA)","H3N2","Canada","N","2012/03/01","Influenza A virus (A/Alberta/022/2012(H3N2))","","","","","","p"
"MH216214","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/27","Influenza A virus (A/Alberta/022/2017(H3N2))","","","","","","nc"
"MN538735","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/18","Influenza A virus (A/Alberta/022/2018)","","","","","","c"
"KF586747","1701","Human","4 (HA)","H1N1","Canada","N","2012/03/01","Influenza A virus (A/Alberta/023/2012(H1N1))","","","","","","c"
"MH216215","1698","Human","4 (HA)","H3N2","Canada","N","2017/01/30","Influenza A virus (A/Alberta/023/2017(H3N2))","","","","","","nc"
"KF586726","1689","Human","4 (HA)","H3N2","Canada","N","2011/12/28","Influenza A virus (A/Alberta/024/2011(H3N2))","","","","","","p"
"KF586748","1001","Human","4 (HA)","H3N2","Canada","N","2012/03/05","Influenza A virus (A/Alberta/024/2012(H3N2))","","","","","","p"
"MH216216","1698","Human","4 (HA)","H3N2","Canada","N","2017/02/01","Influenza A virus (A/Alberta/024/2017(H3N2))","","","","","","nc"
"KF586727","1688","Human","4 (HA)","H3N2","Canada","N","2011/12/28","Influenza A virus (A/Alberta/025/2011(H3N2))","","","","","","p"
"KF586749","992","Human","4 (HA)","H3N2","Canada","N","2012/03/07","Influenza A virus (A/Alberta/025/2012(H3N2))","","","","","","p"
"MN538435","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/04","Influenza A virus (A/Alberta/025/2018)","","","","","","c"
"KF586750","1005","Human","4 (HA)","H3N2","Canada","N","2012/02/27","Influenza A virus (A/Alberta/026/2012(H3N2))","","","","","","p"
"MH216218","1698","Human","4 (HA)","H3N2","Canada","N","2017/02/08","Influenza A virus (A/Alberta/026/2017(H3N2))","","","","","","nc"
"KF586751","1001","Human","4 (HA)","H3N2","Canada","N","2012/03/08","Influenza A virus (A/Alberta/027/2012(H3N2))","","","","","","p"
"MH216219","1698","Human","4 (HA)","H3N2","Canada","N","2017/02/09","Influenza A virus (A/Alberta/027/2017(H3N2))","","","","","","nc"
"KF586752","994","Human","4 (HA)","H3N2","Canada","N","2012/03/10","Influenza A virus (A/Alberta/028/2012(H3N2))","","","","","","p"
"MN538748","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/18","Influenza A virus (A/Alberta/028/2018)","","","","","","c"
"KF586753","1000","Human","4 (HA)","H3N2","Canada","N","2012/03/12","Influenza A virus (A/Alberta/029/2012(H3N2))","","","","","","p"
"MN538659","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/20","Influenza A virus (A/Alberta/029/2018)","","","","","","c"
"KP864337","1635","Human","4 (HA)","H1N1","Canada","N","2014/01/02","Influenza A virus (A/Alberta/03/2014(H1N1))","","","","","","p"
"KU821062","928","Human","4 (HA)","H1N1","Canada","N","2016/01/07","Influenza A virus (A/Alberta/03/2016(H1N1))","","","","","","p"
"KF586754","996","Human","4 (HA)","H3N2","Canada","N","2012/03/12","Influenza A virus (A/Alberta/030/2012(H3N2))","","","","","","p"
"MH216222","1698","Human","4 (HA)","H3N2","Canada","N","2017/02/17","Influenza A virus (A/Alberta/030/2017(H3N2))","","","","","","nc"
"MN538372","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/22","Influenza A virus (A/Alberta/030/2018)","","","","","","c"
"MH216223","1698","Human","4 (HA)","H3N2","Canada","N","2017/02/21","Influenza A virus (A/Alberta/031/2017(H3N2))","","","","","","nc"
"MN538749","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/25","Influenza A virus (A/Alberta/031/2018)","","","","","","c"
"KF586756","993","Human","4 (HA)","H3N2","Canada","N","2012/03/28","Influenza A virus (A/Alberta/032/2012(H3N2))","","","","","","p"
"MN538436","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/29","Influenza A virus (A/Alberta/032/2018)","","","","","","c"
"MH216225","1698","Human","4 (HA)","H3N2","Canada","N","2017/03/20","Influenza A virus (A/Alberta/033/2017(H3N2))","","","","","","nc"
"MN538697","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/05","Influenza A virus (A/Alberta/033/2018)","","","","","","c"
"KF586758","992","Human","4 (HA)","H3N2","Canada","N","2012/03/29","Influenza A virus (A/Alberta/034/2012(H3N2))","","","","","","p"
"MN538721","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/05","Influenza A virus (A/Alberta/034/2018)","","","","","","c"
"KF586759","996","Human","4 (HA)","H3N2","Canada","N","2012/03/31","Influenza A virus (A/Alberta/035/2012(H3N2))","","","","","","p"
"MN538722","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/11","Influenza A virus (A/Alberta/035/2018)","","","","","","c"
"KF586760","994","Human","4 (HA)","H3N2","Canada","N","2012/04/02","Influenza A virus (A/Alberta/036/2012(H3N2))","","","","","","p"
"MN538803","1701","Human","4 (HA)","H1N1","Canada","N","2018/01/31","Influenza A virus (A/Alberta/036/2018)","","","","","","c"
"KF586761","992","Human","4 (HA)","H3N2","Canada","N","2012/04/02","Influenza A virus (A/Alberta/037/2012(H3N2))","","","","","","p"
"KF586762","993","Human","4 (HA)","H3N2","Canada","N","2012/04/04","Influenza A virus (A/Alberta/038/2012(H3N2))","","","","","","p"
"MN538813","1701","Human","4 (HA)","H1N1","Canada","N","2018/02/15","Influenza A virus (A/Alberta/038/2018)","","","","","","c"
"KF586763","996","Human","4 (HA)","H3N2","Canada","N","2012/04/05","Influenza A virus (A/Alberta/039/2012(H3N2))","","","","","","p"
"MN538754","1701","Human","4 (HA)","H3N2","Canada","N","2017/12/22","Influenza A virus (A/Alberta/039/2017)","","","","","","c"
"KP864338","1596","Human","4 (HA)","H1N1","Canada","N","2014/01/02","Influenza A virus (A/Alberta/04/2014(H1N1))","","","","","","p"
"KU821063","928","Human","4 (HA)","H1N1","Canada","N","2016/01/08","Influenza A virus (A/Alberta/04/2016(H1N1))","","","","","","p"
"KF586764","992","Human","4 (HA)","H3N2","Canada","N","2012/04/09","Influenza A virus (A/Alberta/040/2012(H3N2))","","","","","","p"
"MN538665","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/22","Influenza A virus (A/Alberta/040/2018)","","","","","","c"
"KF586765","992","Human","4 (HA)","H3N2","Canada","N","2012/04/17","Influenza A virus (A/Alberta/041/2012(H3N2))","","","","","","p"
"MN538418","1701","Human","4 (HA)","H3N2","Canada","N","2018/01/22","Influenza A virus (A/Alberta/041/2018)","","","","","","c"
"KF586766","994","Human","4 (HA)","H3N2","Canada","N","2012/04/18","Influenza A virus (A/Alberta/042/2012(H3N2))","","","","","","p"
"KF586767","994","Human","4 (HA)","H3N2","Canada","N","2012/04/23","Influenza A virus (A/Alberta/043/2012(H3N2))","","","","","","p"
"KF586768","993","Human","4 (HA)","H3N2","Canada","N","2012/05/04","Influenza A virus (A/Alberta/044/2012(H3N2))","","","","","","p"
"KC539112","1659","Human","4 (HA)","H3N2","Canada","N","2012/10/22","Influenza A virus (A/Alberta/046/2012(H3N2))","","","","","","p"
"MN538639","1524","Human","4 (HA)","H3N2","Canada","N","2018/02/12","Influenza A virus (A/Alberta/046/2018)","","","","","","p"
"KC539113","1684","Human","4 (HA)","H3N2","Canada","N","2012/10/23","Influenza A virus (A/Alberta/047/2012(H3N2))","","","","","","p"
"MN538822","1701","Human","4 (HA)","H1N1","Canada","N","2018/02/23","Influenza A virus (A/Alberta/047/2018)","","","","","","c"
"KC539114","1684","Human","4 (HA)","H3N2","Canada","N","2012/10/26","Influenza A virus (A/Alberta/048/2012(H3N2))","","","","","","p"
"MN538515","1701","Human","4 (HA)","H3N2","Canada","N","2018/02/26","Influenza A virus (A/Alberta/048/2018)","","","","","","c"
"KC539115","1684","Human","4 (HA)","H3N2","Canada","N","2012/10/25","Influenza A virus (A/Alberta/049/2012(H3N2))","","","","","","p"
"MN538831","1701","Human","4 (HA)","H1N1","Canada","N","2018/02/27","Influenza A virus (A/Alberta/049/2018)","","","","","","c"
"KP864339","1599","Human","4 (HA)","H1N1","Canada","N","2014/01/02","Influenza A virus (A/Alberta/05/2014(H1N1))","","","","","","p"
"KU821064","880","Human","4 (HA)","H1N1","Canada","N","2016/01/09","Influenza A virus (A/Alberta/05/2016(H1N1))","","","","","","p"
"KC539116","1693","Human","4 (HA)","H3N2","Canada","N","2012/11/09","Influenza A virus (A/Alberta/050/2012(H3N2))","","","","","","p"
"KC539117","1648","Human","4 (HA)","H3N2","Canada","N","2012/11/09","Influenza A virus (A/Alberta/051/2012(H3N2))","","","","","","p"
"MN538836","1701","Human","4 (HA)","H1N1","Canada","N","2018/03/05","Influenza A virus (A/Alberta/051/2018)","","","","","","c"
"KC539118","1683","Human","4 (HA)","H3N2","Canada","N","2012/11/13","Influenza A virus (A/Alberta/052/2012(H3N2))","","","","","","p"
"MN538801","1701","Human","4 (HA)","H1N1","Canada","N","2018/03/08","Influenza A virus (A/Alberta/052/2018)","","","","","","c"
"KC539119","1682","Human","4 (HA)","H3N2","Canada","N","2012/11/15","Influenza A virus (A/Alberta/053/2012(H3N2))","","","","","","p"
"MN538443","1701","Human","4 (HA)","H3N2","Canada","N","2017/12/19","Influenza A virus (A/Alberta/053/2017)","","","","","","c"
"KC539120","1673","Human","4 (HA)","H3N2","Canada","N","2012/11/17","Influenza A virus (A/Alberta/054/2012(H3N2))","","","","","","p"
"MN538474","1701","Human","4 (HA)","H3N2","Canada","N","2018/02/04","Influenza A virus (A/Alberta/054/2018)","","","","","","c"
"KC539121","1653","Human","4 (HA)","H3N2","Canada","N","2012/11/19","Influenza A virus (A/Alberta/055/2012(H3N2))","","","","","","p"
"MN538709","1701","Human","4 (HA)","H3N2","Canada","N","2018/02/05","Influenza A virus (A/Alberta/055/2018)","","","","","","c"
"KC539122","1683","Human","4 (HA)","H3N2","Canada","N","2012/11/28","Influenza A virus (A/Alberta/056/2012(H3N2))","","","","","","p"
"MN538484","1701","Human","4 (HA)","H3N2","Canada","N","2018/02/06","Influenza A virus (A/Alberta/056/2018)","","","","","","c"
"KC539123","1682","Human","4 (HA)","H3N2","Canada","N","2012/11/28","Influenza A virus (A/Alberta/057/2012(H3N2))","","","","","","p"
"MN538802","1701","Human","4 (HA)","H1N1","Canada","N","2018/03/26","Influenza A virus (A/Alberta/057/2018)","","","","","","c"
"MN538670","1701","Human","4 (HA)","H3N2","Canada","N","2018/02/12","Influenza A virus (A/Alberta/058/2018)","","","","","","c"
"KC539125","1684","Human","4 (HA)","H3N2","Canada","N","2012/12/06","Influenza A virus (A/Alberta/059/2012(H3N2))","","","","","","p"
"MN538671","1701","Human","4 (HA)","H3N2","Canada","N","2018/02/20","Influenza A virus (A/Alberta/059/2018)","","","","","","c"
"KP864340","1561","Human","4 (HA)","H1N1","Canada","N","2014/01/06","Influenza A virus (A/Alberta/06/2014(H1N1))","","","","","","p"
"KC539126","1683","Human","4 (HA)","H3N2","Canada","N","2012/12/07","Influenza A virus (A/Alberta/060/2012(H3N2))","","","","","","p"
"MN538472","1701","Human","4 (HA)","H3N2","Canada","N","2018/03/14","Influenza A virus (A/Alberta/060/2018)","","","","","","c"
"MN538470","1701","Human","4 (HA)","H3N2","Canada","N","2018/04/06","Influenza A virus (A/Alberta/061/2018)","","","","","","c"
"KC539128","1681","Human","4 (HA)","H3N2","Canada","N","2012/12/14","Influenza A virus (A/Alberta/062/2012(H3N2))","","","","","","p"
"KC539129","1683","Human","4 (HA)","H3N2","Canada","N","2012/12/17","Influenza A virus (A/Alberta/063/2012(H3N2))","","","","","","p"
"KC539130","1682","Human","4 (HA)","H3N2","Canada","N","2012/12/18","Influenza A virus (A/Alberta/064/2012(H3N2))","","","","","","p"
"KC539131","1684","Human","4 (HA)","H3N2","Canada","N","2012/12/17","Influenza A virus (A/Alberta/065/2012(H3N2))","","","","","","p"
"KC539134","1683","Human","4 (HA)","H3N2","Canada","N","2012/12/21","Influenza A virus (A/Alberta/068/2012(H3N2))","","","","","","p"
"KC539135","1682","Human","4 (HA)","H3N2","Canada","N","2012/12/27","Influenza A virus (A/Alberta/069/2012(H3N2))","","","","","","p"
"KP864319","1598","Human","4 (HA)","H1N1","Canada","N","2014/01/06","Influenza A virus (A/Alberta/07/2014(H1N1))","","","","","","p"
"KC539136","1683","Human","4 (HA)","H3N2","Canada","N","2012/12/29","Influenza A virus (A/Alberta/070/2012(H3N2))","","","","","","p"
"KF850641","1655","Human","4 (HA)","H3N2","Canada","N","2012/11/10","Influenza A virus (A/Alberta/071/2012(H3N2))","","","","","","p"
"KF850643","1580","Human","4 (HA)","H1N1","Canada","N","2013/01/03","Influenza A virus (A/Alberta/074/2013(H1N1))","","","","","","p"
"KP864341","1572","Human","4 (HA)","H1N1","Canada","N","2014/01/06","Influenza A virus (A/Alberta/08/2014(H1N1))","","","","","","p"
"KP864342","1586","Human","4 (HA)","H1N1","Canada","N","2014/01/07","Influenza A virus (A/Alberta/09/2014(H1N1))","","","","","","p"
"KF850644","1676","Human","4 (HA)","H3N2","Canada","N","2013/01/03","Influenza A virus (A/Alberta/1/2013(H3N2))","","","","","","p"
"KU729299","1257","Human","4 (HA)","H3N2","Canada","N","2015/01/02","Influenza A virus (A/Alberta/1/2015(H3N2))","","","","","","p"
"KF850647","1572","Human","4 (HA)","H1N1","Canada","N","2013/01/04","Influenza A virus (A/Alberta/10/2013(H1N1))","","","","","","p"
"KP864343","1563","Human","4 (HA)","H1N1","Canada","N","2014/01/07","Influenza A virus (A/Alberta/10/2014(H1N1))","","","","","","p"
"KU729298","1366","Human","4 (HA)","H3N2","Canada","N","2015/01/06","Influenza A virus (A/Alberta/10/2015(H3N2))","","","","","","p"
"KP701557","1685","Human","4 (HA)","H3N2","Canada","N","2014/12/10","Influenza A virus (A/Alberta/100/2014(H3N2))","","","","","","p"
"KP701558","1684","Human","4 (HA)","H3N2","Canada","N","2014/12/10","Influenza A virus (A/Alberta/102/2014(H3N2))","","","","","","p"
"KP701559","1689","Human","4 (HA)","H3N2","Canada","N","2014/12/10","Influenza A virus (A/Alberta/103/2014(H3N2))","","","","","","p"
"KP701560","1683","Human","4 (HA)","H3N2","Canada","N","2014/12/10","Influenza A virus (A/Alberta/104/2014(H3N2))","","","","","","p"
"KP701561","1618","Human","4 (HA)","H3N2","Canada","N","2014/12/11","Influenza A virus (A/Alberta/105/2014(H3N2))","","","","","","p"
"KP701562","1681","Human","4 (HA)","H3N2","Canada","N","2014/12/11","Influenza A virus (A/Alberta/107/2014(H3N2))","","","","","","p"
"MF195346","928","Human","4 (HA)","H1N1","Canada","N","2016/03/09","Influenza A virus (A/Alberta/107/2016(H1N1))","","","","","","p"
"KP701563","1664","Human","4 (HA)","H3N2","Canada","N","2014/12/15","Influenza A virus (A/Alberta/108/2014(H3N2))","","","","","","p"
"MF195347","903","Human","4 (HA)","H1N1","Canada","N","2016/03/09","Influenza A virus (A/Alberta/108/2016(H1N1))","","","","","","p"
"KF850657","1597","Human","4 (HA)","H1N1","Canada","N","2013/01/11","Influenza A virus (A/Alberta/11/2013(H1N1))","","","","","","p"
"KP864344","1595","Human","4 (HA)","H1N1","Canada","N","2014/01/08","Influenza A virus (A/Alberta/11/2014(H1N1))","","","","","","p"
"KU729301","1359","Human","4 (HA)","H3N2","Canada","N","2015/01/07","Influenza A virus (A/Alberta/11/2015(H3N2))","","","","","","p"
"MF195302","928","Human","4 (HA)","H1N1","Canada","N","2016/01/18","Influenza A virus (A/Alberta/11/2016(H1N1))","","","","","","p"
"KP701565","1684","Human","4 (HA)","H3N2","Canada","N","2014/12/15","Influenza A virus (A/Alberta/110/2014(H3N2))","","","","","","p"
"KP701566","1673","Human","4 (HA)","H3N2","Canada","N","2014/12/15","Influenza A virus (A/Alberta/111/2014(H3N2))","","","","","","p"
"MF195349","928","Human","4 (HA)","H1N1","Canada","N","2016/03/10","Influenza A virus (A/Alberta/111/2016(H1N1))","","","","","","p"
"KP701567","1637","Human","4 (HA)","H3N2","Canada","N","2014/12/15","Influenza A virus (A/Alberta/112/2014(H3N2))","","","","","","p"
"KP701568","1683","Human","4 (HA)","H3N2","Canada","N","2014/12/15","Influenza A virus (A/Alberta/113/2014(H3N2))","","","","","","p"
"KP701569","1683","Human","4 (HA)","H3N2","Canada","N","2014/12/14","Influenza A virus (A/Alberta/116/2014(H3N2))","","","","","","p"
"KP701570","1681","Human","4 (HA)","H3N2","Canada","N","2014/12/16","Influenza A virus (A/Alberta/117/2014(H3N2))","","","","","","p"
"MF195352","928","Human","4 (HA)","H1N1","Canada","N","2016/03/14","Influenza A virus (A/Alberta/117/2016(H1N1))","","","","","","p"
"KP701571","1688","Human","4 (HA)","H3N2","Canada","N","2014/12/16","Influenza A virus (A/Alberta/118/2014(H3N2))","","","","","","p"
"KP701573","1681","Human","4 (HA)","H3N2","Canada","N","2014/12/16","Influenza A virus (A/Alberta/119/2014(H3N2))","","","","","","p"
