"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"CY099777","1793","Human","4 (HA)","","Nicaragua","T","2010/07/26","Influenza B virus (B/Managua/164.02/2010)","","","","","","c"
"CY099780","1762","Human","5 (NP)","","Nicaragua","T","2010/07/26","Influenza B virus (B/Managua/164.02/2010)","","","","","","c"
"CY099782","2254","Human","3 (PA)","","Nicaragua","T","2010/07/26","Influenza B virus (B/Managua/164.02/2010)","","","","","","c"
"CY099783","2330","Human","1 (PB1)","","Nicaragua","T","2010/07/26","Influenza B virus (B/Managua/164.02/2010)","","","","","","c"
"CY099784","2358","Human","2 (PB2)","","Nicaragua","T","2010/07/26","Influenza B virus (B/Managua/164.02/2010)","","","","","","c"
"CY124997","1150","Human","7 (MP)","","Nicaragua","T","2008/11/01","Influenza B virus (B/Managua/177.02/2008)","","","","","","c"
"CY124998","1528","Human","6 (NA)","","Nicaragua","T","2008/11/01","Influenza B virus (B/Managua/177.02/2008)","","","","","","c"
"CY125000","1054","Human","8 (NS)","","Nicaragua","T","2008/11/01","Influenza B virus (B/Managua/177.02/2008)","","","","","","c"
"CY125003","2353","Human","2 (PB2)","","Nicaragua","T","2008/11/01","Influenza B virus (B/Managua/177.02/2008)","","","","","","c"
"CY099801","1792","Human","4 (HA)","","Nicaragua","T","2010/06/15","Influenza B virus (B/Managua/1873.01/2010)","","","","","","c"
"CY099803","1512","Human","6 (NA)","","Nicaragua","T","2010/06/15","Influenza B virus (B/Managua/1873.01/2010)","","","","","","c"
"CY099805","1065","Human","8 (NS)","","Nicaragua","T","2010/06/15","Influenza B virus (B/Managua/1873.01/2010)","","","","","","c"
"CY099806","2254","Human","3 (PA)","","Nicaragua","T","2010/06/15","Influenza B virus (B/Managua/1873.01/2010)","","","","","","c"
"CY099807","2330","Human","1 (PB1)","","Nicaragua","T","2010/06/15","Influenza B virus (B/Managua/1873.01/2010)","","","","","","c"
"CY099808","2358","Human","2 (PB2)","","Nicaragua","T","2010/06/15","Influenza B virus (B/Managua/1873.01/2010)","","","","","","c"
"CY100659","1517","Human","6 (NA)","","Nicaragua","T","2010/08/28","Influenza B virus (B/Managua/2037.01/2010)","","","","","","c"
"CY100660","1751","Human","5 (NP)","","Nicaragua","T","2010/08/28","Influenza B virus (B/Managua/2037.01/2010)","","","","","","c"
"CY100661","1057","Human","8 (NS)","","Nicaragua","T","2010/08/28","Influenza B virus (B/Managua/2037.01/2010)","","","","","","c"
"CY100662","2252","Human","3 (PA)","","Nicaragua","T","2010/08/28","Influenza B virus (B/Managua/2037.01/2010)","","","","","","c"
"CY100663","2326","Human","1 (PB1)","","Nicaragua","T","2010/08/28","Influenza B virus (B/Managua/2037.01/2010)","","","","","","c"
"CY100664","2357","Human","2 (PB2)","","Nicaragua","T","2010/08/28","Influenza B virus (B/Managua/2037.01/2010)","","","","","","c"
"CY124964","1836","Human","4 (HA)","","Nicaragua","T","2008/08/07","Influenza B virus (B/Managua/2056.03/2008)","","","","","","c"
"CY124965","1151","Human","7 (MP)","","Nicaragua","T","2008/08/07","Influenza B virus (B/Managua/2056.03/2008)","","","","","","c"
"CY124966","1508","Human","6 (NA)","","Nicaragua","T","2008/08/07","Influenza B virus (B/Managua/2056.03/2008)","","","","","","c"
"CY124967","1809","Human","5 (NP)","","Nicaragua","T","2008/08/07","Influenza B virus (B/Managua/2056.03/2008)","","","","","","c"
"CY124968","1059","Human","8 (NS)","","Nicaragua","T","2008/08/07","Influenza B virus (B/Managua/2056.03/2008)","","","","","","c"
"CY124969","2276","Human","3 (PA)","","Nicaragua","T","2008/08/07","Influenza B virus (B/Managua/2056.03/2008)","","","","","","c"
"CY124970","2335","Human","1 (PB1)","","Nicaragua","T","2008/08/07","Influenza B virus (B/Managua/2056.03/2008)","","","","","","c"
"CY100665","1792","Human","4 (HA)","","Nicaragua","T","2010/07/15","Influenza B virus (B/Managua/2090.02/2010)","","","","","","c"
"CY100666","1150","Human","7 (MP)","","Nicaragua","T","2010/07/15","Influenza B virus (B/Managua/2090.02/2010)","","","","","","c"
"CY100667","1512","Human","6 (NA)","","Nicaragua","T","2010/07/15","Influenza B virus (B/Managua/2090.02/2010)","","","","","","c"
"CY100668","1750","Human","5 (NP)","","Nicaragua","T","2010/07/15","Influenza B virus (B/Managua/2090.02/2010)","","","","","","c"
"CY100671","2330","Human","1 (PB1)","","Nicaragua","T","2010/07/15","Influenza B virus (B/Managua/2090.02/2010)","","","","","","c"
"CY099809","1794","Human","4 (HA)","","Nicaragua","T","2010/08/29","Influenza B virus (B/Managua/2630.01/2010)","","","","","","c"
"CY099812","1767","Human","5 (NP)","","Nicaragua","T","2010/08/29","Influenza B virus (B/Managua/2630.01/2010)","","","","","","c"
"CY099813","1065","Human","8 (NS)","","Nicaragua","T","2010/08/29","Influenza B virus (B/Managua/2630.01/2010)","","","","","","c"
"CY099814","2254","Human","3 (PA)","","Nicaragua","T","2010/08/29","Influenza B virus (B/Managua/2630.01/2010)","","","","","","c"
"CY099816","2363","Human","2 (PB2)","","Nicaragua","T","2010/08/29","Influenza B virus (B/Managua/2630.01/2010)","","","","","","c"
"CY124868","1755","Human","4 (HA)","","Nicaragua","T","2008/05/31","Influenza B virus (B/Managua/2650.02/2008)","","","","","","c"
"CY124869","1145","Human","7 (MP)","","Nicaragua","T","2008/05/31","Influenza B virus (B/Managua/2650.02/2008)","","","","","","c"
"CY124870","1528","Human","6 (NA)","","Nicaragua","T","2008/05/31","Influenza B virus (B/Managua/2650.02/2008)","","","","","","c"
"CY124871","1815","Human","5 (NP)","","Nicaragua","T","2008/05/31","Influenza B virus (B/Managua/2650.02/2008)","","","","","","c"
"CY124872","1063","Human","8 (NS)","","Nicaragua","T","2008/05/31","Influenza B virus (B/Managua/2650.02/2008)","","","","","","c"
"CY124873","2268","Human","3 (PA)","","Nicaragua","T","2008/05/31","Influenza B virus (B/Managua/2650.02/2008)","","","","","","c"
"CY124874","2268","Human","1 (PB1)","","Nicaragua","T","2008/05/31","Influenza B virus (B/Managua/2650.02/2008)","","","","","","c"
"CY124875","2352","Human","2 (PB2)","","Nicaragua","T","2008/05/31","Influenza B virus (B/Managua/2650.02/2008)","","","","","","c"
"CY124917","1135","Human","7 (MP)","","Nicaragua","T","2008/06/20","Influenza B virus (B/Managua/274.02/2008)","","","","","","c"
"CY124919","1802","Human","5 (NP)","","Nicaragua","T","2008/06/20","Influenza B virus (B/Managua/274.02/2008)","","","","","","c"
"CY124921","2198","Human","3 (PA)","","Nicaragua","T","2008/06/20","Influenza B virus (B/Managua/274.02/2008)","","","","","","c"
"CY101012","1792","Human","4 (HA)","","Nicaragua","T","2010/08/07","Influenza B virus (B/Managua/278.01/2010)","","","","","","c"
"CY101013","1150","Human","7 (MP)","","Nicaragua","T","2010/08/07","Influenza B virus (B/Managua/278.01/2010)","","","","","","c"
"CY101015","1762","Human","5 (NP)","","Nicaragua","T","2010/08/07","Influenza B virus (B/Managua/278.01/2010)","","","","","","c"
"CY101017","2252","Human","3 (PA)","","Nicaragua","T","2010/08/07","Influenza B virus (B/Managua/278.01/2010)","","","","","","c"
"CY101018","2332","Human","1 (PB1)","","Nicaragua","T","2010/08/07","Influenza B virus (B/Managua/278.01/2010)","","","","","","c"
"CY100673","1795","Human","4 (HA)","","Nicaragua","T","2010/08/11","Influenza B virus (B/Managua/2826.02/2010)","","","","","","c"
"CY100674","1152","Human","7 (MP)","","Nicaragua","T","2010/08/11","Influenza B virus (B/Managua/2826.02/2010)","","","","","","c"
"CY100676","1767","Human","5 (NP)","","Nicaragua","T","2010/08/11","Influenza B virus (B/Managua/2826.02/2010)","","","","","","c"
"CY100677","1065","Human","8 (NS)","","Nicaragua","T","2010/08/11","Influenza B virus (B/Managua/2826.02/2010)","","","","","","c"
"CY100679","2330","Human","1 (PB1)","","Nicaragua","T","2010/08/11","Influenza B virus (B/Managua/2826.02/2010)","","","","","","c"
"CY100680","2358","Human","2 (PB2)","","Nicaragua","T","2010/08/11","Influenza B virus (B/Managua/2826.02/2010)","","","","","","c"
"CY124852","1836","Human","4 (HA)","","Nicaragua","T","2008/02/26","Influenza B virus (B/Managua/2941.01/2008)","","","","","","c"
"CY124853","1150","Human","7 (MP)","","Nicaragua","T","2008/02/26","Influenza B virus (B/Managua/2941.01/2008)","","","","","","c"
"CY124854","1508","Human","6 (NA)","","Nicaragua","T","2008/02/26","Influenza B virus (B/Managua/2941.01/2008)","","","","","","c"
"CY124855","1815","Human","5 (NP)","","Nicaragua","T","2008/02/26","Influenza B virus (B/Managua/2941.01/2008)","","","","","","c"
"CY124856","1064","Human","8 (NS)","","Nicaragua","T","2008/02/26","Influenza B virus (B/Managua/2941.01/2008)","","","","","","c"
"CY124857","2276","Human","3 (PA)","","Nicaragua","T","2008/02/26","Influenza B virus (B/Managua/2941.01/2008)","","","","","","c"
"CY124858","2332","Human","1 (PB1)","","Nicaragua","T","2008/02/26","Influenza B virus (B/Managua/2941.01/2008)","","","","","","c"
"CY124859","2358","Human","2 (PB2)","","Nicaragua","T","2008/02/26","Influenza B virus (B/Managua/2941.01/2008)","","","","","","c"
"CY099817","1792","Human","4 (HA)","","Nicaragua","T","2010/08/25","Influenza B virus (B/Managua/3323.01/2010)","","","","","","c"
"CY099819","1512","Human","6 (NA)","","Nicaragua","T","2010/08/25","Influenza B virus (B/Managua/3323.01/2010)","","","","","","c"
"CY099822","2254","Human","3 (PA)","","Nicaragua","T","2010/08/25","Influenza B virus (B/Managua/3323.01/2010)","","","","","","c"
"CY099823","2330","Human","1 (PB1)","","Nicaragua","T","2010/08/25","Influenza B virus (B/Managua/3323.01/2010)","","","","","","c"
"CY099824","2358","Human","2 (PB2)","","Nicaragua","T","2010/08/25","Influenza B virus (B/Managua/3323.01/2010)","","","","","","c"
"CY124925","1150","Human","7 (MP)","","Nicaragua","T","2008/06/23","Influenza B virus (B/Managua/3342.01/2008)","","","","","","c"
"CY124929","2275","Human","3 (PA)","","Nicaragua","T","2008/06/23","Influenza B virus (B/Managua/3342.01/2008)","","","","","","c"
"CY124932","1852","Human","4 (HA)","","Nicaragua","T","2008/06/29","Influenza B virus (B/Managua/3387.03/2008)","","","","","","c"
"CY124933","1139","Human","7 (MP)","","Nicaragua","T","2008/06/29","Influenza B virus (B/Managua/3387.03/2008)","","","","","","c"
"CY124934","1528","Human","6 (NA)","","Nicaragua","T","2008/06/29","Influenza B virus (B/Managua/3387.03/2008)","","","","","","c"
"CY124937","2263","Human","3 (PA)","","Nicaragua","T","2008/06/29","Influenza B virus (B/Managua/3387.03/2008)","","","","","","c"
"CY124938","2340","Human","1 (PB1)","","Nicaragua","T","2008/06/29","Influenza B virus (B/Managua/3387.03/2008)","","","","","","c"
"CY124939","2353","Human","2 (PB2)","","Nicaragua","T","2008/06/29","Influenza B virus (B/Managua/3387.03/2008)","","","","","","c"
"CY124941","1141","Human","7 (MP)","","Nicaragua","T","2008/07/04","Influenza B virus (B/Managua/3425.01/2008)","","","","","","c"
"CY124944","1038","Human","8 (NS)","","Nicaragua","T","2008/07/04","Influenza B virus (B/Managua/3425.01/2008)","","","","","","c"
"CY124945","2275","Human","3 (PA)","","Nicaragua","T","2008/07/04","Influenza B virus (B/Managua/3425.01/2008)","","","","","","c"
"CY124946","2331","Human","1 (PB1)","","Nicaragua","T","2008/07/04","Influenza B virus (B/Managua/3425.01/2008)","","","","","","c"
"CY124884","1829","Human","4 (HA)","","Nicaragua","T","2008/06/09","Influenza B virus (B/Managua/36.01/2008)","","","","","","c"
"CY124886","1528","Human","6 (NA)","","Nicaragua","T","2008/06/09","Influenza B virus (B/Managua/36.01/2008)","","","","","","c"
"CY124887","1683","Human","5 (NP)","","Nicaragua","T","2008/06/09","Influenza B virus (B/Managua/36.01/2008)","","","","","","c"
"CY124888","1024","Human","8 (NS)","","Nicaragua","T","2008/06/09","Influenza B virus (B/Managua/36.01/2008)","","","","","","c"
"CY124889","2268","Human","3 (PA)","","Nicaragua","T","2008/06/09","Influenza B virus (B/Managua/36.01/2008)","","","","","","c"
"CY124890","2328","Human","1 (PB1)","","Nicaragua","T","2008/06/09","Influenza B virus (B/Managua/36.01/2008)","","","","","","c"
"CY124891","2353","Human","2 (PB2)","","Nicaragua","T","2008/06/09","Influenza B virus (B/Managua/36.01/2008)","","","","","","c"
"CY124908","1851","Human","4 (HA)","","Nicaragua","T","2008/06/18","Influenza B virus (B/Managua/3640.01/2008)","","","","","","c"
"CY124909","1135","Human","7 (MP)","","Nicaragua","T","2008/06/18","Influenza B virus (B/Managua/3640.01/2008)","","","","","","c"
"CY124910","1528","Human","6 (NA)","","Nicaragua","T","2008/06/18","Influenza B virus (B/Managua/3640.01/2008)","","","","","","c"
"CY124913","2269","Human","3 (PA)","","Nicaragua","T","2008/06/18","Influenza B virus (B/Managua/3640.01/2008)","","","","","","c"
"CY124914","2282","Human","1 (PB1)","","Nicaragua","T","2008/06/18","Influenza B virus (B/Managua/3640.01/2008)","","","","","","c"
"CY038335","1825","Human","4 (HA)","","Nicaragua","T","2008/06/04","Influenza B virus (B/Managua/3759.01/2008)","","","","","","c"
"CY038336","1144","Human","7 (MP)","","Nicaragua","T","2008/06/04","Influenza B virus (B/Managua/3759.01/2008)","","","","","","c"
"CY038338","1792","Human","5 (NP)","","Nicaragua","T","2008/06/04","Influenza B virus (B/Managua/3759.01/2008)","","","","","","c"
"CY038339","982","Human","8 (NS)","","Nicaragua","T","2008/06/04","Influenza B virus (B/Managua/3759.01/2008)","","","","","","p"
"CY038340","2258","Human","3 (PA)","","Nicaragua","T","2008/06/04","Influenza B virus (B/Managua/3759.01/2008)","","","","","","c"
"CY038341","2259","Human","1 (PB1)","","Nicaragua","T","2008/06/04","Influenza B virus (B/Managua/3759.01/2008)","","","","","","p"
"CY038342","2353","Human","2 (PB2)","","Nicaragua","T","2008/06/04","Influenza B virus (B/Managua/3759.01/2008)","","","","","","c"
"CY101028","1792","Human","4 (HA)","","Nicaragua","T","2010/08/30","Influenza B virus (B/Managua/4015.05/2010)","","","","","","c"
"CY101031","1762","Human","5 (NP)","","Nicaragua","T","2010/08/30","Influenza B virus (B/Managua/4015.05/2010)","","","","","","c"
"CY101032","1065","Human","8 (NS)","","Nicaragua","T","2010/08/30","Influenza B virus (B/Managua/4015.05/2010)","","","","","","c"
"CY101033","2254","Human","3 (PA)","","Nicaragua","T","2010/08/30","Influenza B virus (B/Managua/4015.05/2010)","","","","","","c"
"CY101034","2333","Human","1 (PB1)","","Nicaragua","T","2010/08/30","Influenza B virus (B/Managua/4015.05/2010)","","","","","","c"
"CY099825","1792","Human","4 (HA)","","Nicaragua","T","2010/09/02","Influenza B virus (B/Managua/4403.06/2010)","","","","","","c"
"CY099826","1150","Human","7 (MP)","","Nicaragua","T","2010/09/02","Influenza B virus (B/Managua/4403.06/2010)","","","","","","c"
"CY099827","1512","Human","6 (NA)","","Nicaragua","T","2010/09/02","Influenza B virus (B/Managua/4403.06/2010)","","","","","","c"
"CY099828","1762","Human","5 (NP)","","Nicaragua","T","2010/09/02","Influenza B virus (B/Managua/4403.06/2010)","","","","","","c"
"CY101036","1792","Human","4 (HA)","","Nicaragua","T","2010/08/17","Influenza B virus (B/Managua/4426.04/2010)","","","","","","c"
"CY101037","1150","Human","7 (MP)","","Nicaragua","T","2010/08/17","Influenza B virus (B/Managua/4426.04/2010)","","","","","","c"
"CY101039","1762","Human","5 (NP)","","Nicaragua","T","2010/08/17","Influenza B virus (B/Managua/4426.04/2010)","","","","","","c"
"CY101041","2254","Human","3 (PA)","","Nicaragua","T","2010/08/17","Influenza B virus (B/Managua/4426.04/2010)","","","","","","c"
"CY101042","2330","Human","1 (PB1)","","Nicaragua","T","2010/08/17","Influenza B virus (B/Managua/4426.04/2010)","","","","","","c"
"CY100681","1792","Human","4 (HA)","","Nicaragua","T","2010/10/02","Influenza B virus (B/Managua/4437.01/2010)","","","","","","c"
"CY100682","1150","Human","7 (MP)","","Nicaragua","T","2010/10/02","Influenza B virus (B/Managua/4437.01/2010)","","","","","","c"
"CY100683","1512","Human","6 (NA)","","Nicaragua","T","2010/10/02","Influenza B virus (B/Managua/4437.01/2010)","","","","","","c"
"CY100686","2254","Human","3 (PA)","","Nicaragua","T","2010/10/02","Influenza B virus (B/Managua/4437.01/2010)","","","","","","c"
"CY100689","1800","Human","4 (HA)","","Nicaragua","T","2010/10/11","Influenza B virus (B/Managua/4468.03/2010)","","","","","","c"
"CY100691","1512","Human","6 (NA)","","Nicaragua","T","2010/10/11","Influenza B virus (B/Managua/4468.03/2010)","","","","","","c"
"CY100693","1065","Human","8 (NS)","","Nicaragua","T","2010/10/11","Influenza B virus (B/Managua/4468.03/2010)","","","","","","c"
"CY100695","2330","Human","1 (PB1)","","Nicaragua","T","2010/10/11","Influenza B virus (B/Managua/4468.03/2010)","","","","","","c"
"CY100696","2361","Human","2 (PB2)","","Nicaragua","T","2010/10/11","Influenza B virus (B/Managua/4468.03/2010)","","","","","","c"
"CY124892","1852","Human","4 (HA)","","Nicaragua","T","2008/06/11","Influenza B virus (B/Managua/4479.01/2008)","","","","","","c"
"CY124893","1140","Human","7 (MP)","","Nicaragua","T","2008/06/11","Influenza B virus (B/Managua/4479.01/2008)","","","","","","c"
"CY124894","1528","Human","6 (NA)","","Nicaragua","T","2008/06/11","Influenza B virus (B/Managua/4479.01/2008)","","","","","","c"
"CY124896","1036","Human","8 (NS)","","Nicaragua","T","2008/06/11","Influenza B virus (B/Managua/4479.01/2008)","","","","","","c"
"CY124899","2353","Human","2 (PB2)","","Nicaragua","T","2008/06/11","Influenza B virus (B/Managua/4479.01/2008)","","","","","","c"
"CY099833","1792","Human","4 (HA)","","Nicaragua","T","2010/08/10","Influenza B virus (B/Managua/4485.05/2010)","","","","","","c"
"CY099834","1149","Human","7 (MP)","","Nicaragua","T","2010/08/10","Influenza B virus (B/Managua/4485.05/2010)","","","","","","c"
"CY099835","1508","Human","6 (NA)","","Nicaragua","T","2010/08/10","Influenza B virus (B/Managua/4485.05/2010)","","","","","","c"
"CY099836","1761","Human","5 (NP)","","Nicaragua","T","2010/08/10","Influenza B virus (B/Managua/4485.05/2010)","","","","","","c"
"CY099837","1062","Human","8 (NS)","","Nicaragua","T","2010/08/10","Influenza B virus (B/Managua/4485.05/2010)","","","","","","c"
"CY099840","2364","Human","2 (PB2)","","Nicaragua","T","2010/08/10","Influenza B virus (B/Managua/4485.05/2010)","","","","","","c"
"CY124951","1742","Human","5 (NP)","","Nicaragua","T","2008/07/07","Influenza B virus (B/Managua/4498.01/2008)","","","","","","c"
"CY124953","2263","Human","3 (PA)","","Nicaragua","T","2008/07/07","Influenza B virus (B/Managua/4498.01/2008)","","","","","","c"
"CY124954","2320","Human","1 (PB1)","","Nicaragua","T","2008/07/07","Influenza B virus (B/Managua/4498.01/2008)","","","","","","c"
"CY040433","1820","Human","4 (HA)","","Nicaragua","T","2008/06/02","Influenza B virus (B/Managua/4577.01/2008)","","","","","","c"
"CY040434","1102","Human","7 (MP)","","Nicaragua","T","2008/06/02","Influenza B virus (B/Managua/4577.01/2008)","","","","","","c"
"CY040435","1493","Human","6 (NA)","","Nicaragua","T","2008/06/02","Influenza B virus (B/Managua/4577.01/2008)","","","","","","c"
"CY040436","1793","Human","5 (NP)","","Nicaragua","T","2008/06/02","Influenza B virus (B/Managua/4577.01/2008)","","","","","","c"
"CY040437","1055","Human","8 (NS)","","Nicaragua","T","2008/06/02","Influenza B virus (B/Managua/4577.01/2008)","","","","","","c"
"CY040438","2257","Human","3 (PA)","","Nicaragua","T","2008/06/02","Influenza B virus (B/Managua/4577.01/2008)","","","","","","c"
"CY040439","2327","Human","1 (PB1)","","Nicaragua","T","2008/06/02","Influenza B virus (B/Managua/4577.01/2008)","","","","","","nc"
"CY124980","1851","Human","4 (HA)","","Nicaragua","T","2008/08/20","Influenza B virus (B/Managua/468.01/2008)","","","","","","c"
"CY124981","1147","Human","7 (MP)","","Nicaragua","T","2008/08/20","Influenza B virus (B/Managua/468.01/2008)","","","","","","c"
"CY124987","2352","Human","2 (PB2)","","Nicaragua","T","2008/08/20","Influenza B virus (B/Managua/468.01/2008)","","","","","","c"
"CY124860","1836","Human","4 (HA)","","Nicaragua","T","2008/03/07","Influenza B virus (B/Managua/4702.01/2008)","","","","","","c"
"CY124861","1154","Human","7 (MP)","","Nicaragua","T","2008/03/07","Influenza B virus (B/Managua/4702.01/2008)","","","","","","c"
"CY124863","1792","Human","5 (NP)","","Nicaragua","T","2008/03/07","Influenza B virus (B/Managua/4702.01/2008)","","","","","","c"
"CY124864","1042","Human","8 (NS)","","Nicaragua","T","2008/03/07","Influenza B virus (B/Managua/4702.01/2008)","","","","","","c"
"CY124866","2331","Human","1 (PB1)","","Nicaragua","T","2008/03/07","Influenza B virus (B/Managua/4702.01/2008)","","","","","","c"
"CY124867","2367","Human","2 (PB2)","","Nicaragua","T","2008/03/07","Influenza B virus (B/Managua/4702.01/2008)","","","","","","c"
"CY040425","1826","Human","4 (HA)","","Nicaragua","T","2008/04/21","Influenza B virus (B/Managua/4705.02/2008)","","5Y","","","","c"
"CY040426","1143","Human","7 (MP)","","Nicaragua","T","2008/04/21","Influenza B virus (B/Managua/4705.02/2008)","","5Y","","","","c"
"CY040427","1501","Human","6 (NA)","","Nicaragua","T","2008/04/21","Influenza B virus (B/Managua/4705.02/2008)","","5Y","","","","c"
"CY040428","1792","Human","5 (NP)","","Nicaragua","T","2008/04/21","Influenza B virus (B/Managua/4705.02/2008)","","5Y","","","","c"
"CY040429","1044","Human","8 (NS)","","Nicaragua","T","2008/04/21","Influenza B virus (B/Managua/4705.02/2008)","","5Y","","","","c"
"CY040430","2260","Human","3 (PA)","","Nicaragua","T","2008/04/21","Influenza B virus (B/Managua/4705.02/2008)","","5Y","","","","c"
"CY040431","2328","Human","1 (PB1)","","Nicaragua","T","2008/04/21","Influenza B virus (B/Managua/4705.02/2008)","","5Y","","","","c"
"CY040432","2351","Human","2 (PB2)","","Nicaragua","T","2008/04/21","Influenza B virus (B/Managua/4705.02/2008)","","5Y","","","","c"
"CY101044","1792","Human","4 (HA)","","Nicaragua","T","2010/07/19","Influenza B virus (B/Managua/4755.01/2010)","","","","","","c"
"CY101045","1150","Human","7 (MP)","","Nicaragua","T","2010/07/19","Influenza B virus (B/Managua/4755.01/2010)","","","","","","c"
